username,submission_week,function_summaries
abbott34,6,"['LinearRegression', 'LinearRegression.fit', 'abs', 'bigquery.Client', 'bigquery_client.query', 'data.corr', 'data.head', 'data.info', 'data.rename', 'dict', 'import', 'len', 'list', 'mean_absolute_error', 'mean_squared_error', 'np.mean', 'pd.DataFrame', 'pd.DataFrame.from_dict', 'pd.DataFrame.from_records', 'pd.Series', 'pd.append', 'pd.concat', 'pd.factorize', 'pd.series', 'plt.bar', 'plt.bar.plot', 'plt.plot', 'pred_id.MAE.append', 'pred_id.MSE.append', 'pred_id.actual.append', 'pred_id.prediction.append', 'pred_id.predictions.append', 'prediction_list_data.head', 'print', 'query_job.to_dataframe', 'query_job.to_dataframe.head', 'range', 'reg.predict', 'relevant_unemployment_df.apply', 'relevant_unemployment_df.astype', 'relevant_unemployment_df.convert_dtypes', 'relevant_unemployment_df.convert_dtypes.info', 'relevant_unemployment_df.drop', 'relevant_unemployment_df.drop_duplicates', 'relevant_unemployment_df.dropna', 'relevant_unemployment_df.dropna.info', 'relevant_unemployment_df.groupby', 'relevant_unemployment_df.groupby.count', 'relevant_unemployment_df.groupby.count.pd.DataFrame.plot', 'relevant_unemployment_df.head', 'relevant_unemployment_df.info', 'relevant_unemployment_df.isna', 'relevant_unemployment_df.isna.sum', 'relevant_unemployment_df.join', 'relevant_unemployment_df.map', 'relevant_unemployment_df.value_counts', 'relevant_unemployment_df.value_counts.plot', 'relevant_unemployment_df.value_counts.plot.bar', 'relevant_unemployment_df.value_counts.values', 'results_df.explode', 'row.append', 'row.concat', 'set', 'temp_df.append', 'temp_df.convert_dtypes', 'temp_df.drop', 'temp_df.head', 'temp_df.head.values', 'temp_df.info', 'temp_df.isna', 'temp_df.isna.temp_df.loc.head', 'temp_df.isnull', 'temp_df.reset_index', 'temp_df.reset_index.info', 'test.head', 'total_claims_avg.append', 'tracts.append', 'type', 'unemployment_data.head', 'wage_data.head', 'wage_data.order_by', 'wage_data.set_index', 'wage_data.sort_values', 'warnings.simplefilter']"
ahhp0521,6,[]
akatti7,6,"['Bigquery.Client', 'bigquery.Client', 'bigquery_client.query', 'data.head', 'import', 'print', 'query_job.to_dataframe']"
amaltom,6,"['bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'import', 'merged_data.head', 'pd.merge', 'prediction_list.head', 'prediction_list.merge', 'print', 'query_job.to_dataframe', 'query_job2.to_dataframe', 'query_job3.to_dataframe', 'unemployment_data.describe', 'unemployment_data.groupby', 'unemployment_data.groupby.mean', 'unemployment_data.head', 'unemployment_data.value_counts', 'unemplyment_data.value_counts', 'unmeployment_data.groupby', 'unmeployment_data.groupby.mean', 'wage_data.head']"
amoghkokari,6,"['ARIMA', 'LeaveOneOut', 'Mdf.head', 'Mdf.to_csv', 'bigquery.Client', 'bigquery_client.query', 'cdf.head', 'cdf.unique', 'covid19_cases_data.head', 'data.plot', 'data1.drop', 'data1.index.value_counts', 'data1.plot', 'data1.set_index', 'data1.sort_index', 'data1.value_counts', 'df.mean', 'dfp.keys', 'dfp.val', 'dfp.vals', 'dfp.values', 'dfp.valus', 'dict', 'dtf.set_index', 'dtf.sort_index', 'emp_cols.mdf.replace', 'f1_df.plot', 'f1_df.set_index', 'f2_df.describe', 'f2_df.drop_duplicates', 'f2_df.groupby', 'f2_df.groupby.mean', 'f2_df.groupby.set_index', 'f2_df.set_index', 'f2_df.unique', 'f2_df.value_counts', 'f3_df.drop', 'f3_df.drop_duplicates', 'f3_df.np.array.flatten', 'f3_df.value_count', 'f3_df.value_counts', 'f3_df.values_count', 'f_df.drop_duplicates', 'f_df.f_df.groupby.mean', 'f_df.groupby', 'f_df.groupby.mean', 'f_df.nunique', 'f_df.set_index', 'f_df.unique', 'f_df.value_counts', 'fdf.value_counts', 'format', 'import', 'int', 'itertools.product', 'len', 'lgb.Dataset', 'lgb.LightGBMTunerCV', 'lgb.reset_parameter', 'list', 'loo.split', 'max', 'mdf.corr', 'mdf.drop', 'mdf.drop_duplicates', 'mdf.head', 'mdf.nunique', 'mdf.replace', 'mdf.unique', 'mdf.value_counts', 'mod.fit', 'mod.predict', 'n1.to_csv', 'new.columns', 'new.set_index', 'new.to_csv', 'new1.columns', 'new1.drop', 'np.array', 'optuna.create_study', 'optuna.logging.set_verbosity', 'pandas.DataFrame', 'pd.DataFrame.from_dict', 'pd.read_csv', 'pd.to_numeric', 'pdf.drop', 'pdf.head', 'pdf.sort', 'pdf.to_csv', 'pdf.value_counts', 'plt.figure', 'plt.show', 'print', 'query1_job.to_dataframe', 'query_job.to_dataframe', 'range', 'results.predict', 'sm.tsa.statespace.SARIMAX', 'sns.heatmap', 'sorted', 'total_claims.append', 'tuner.run', 'udf.columns', 'udf.corr', 'udf.drop', 'udf.head', 'udf.nunique', 'udf.replace', 'udf.to_csv', 'udf.unique', 'udf.value_counts', 'uu_id.append', 'wdf.head', 'wdf.to_csv', 'week_number.append']"
anamita01,6,"['bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'data.head', 'import', 'query_job.to_dataframe', 'querydb']"
anamitapowwow,6,"['BIGQUERY.Client', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'import', 'prediction_data.head', 'print', 'query_job.to_dataframe', 'unemployment_data.head', 'wage_data.head']"
ananyaipsita,6,"['np.cumsum', 'np.linspace', 'np.random.randn']"
anirudhtunga,6,[]
arjun-2dstevens,6,[]
aubohlin,6,"['LinearRegression', 'abs', 'ax.plot', 'ax.set_title', 'ax.set_xlabel', 'ax.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'cols_plot.data.plot', 'csv.writer', 'data.corr', 'data.drop', 'data.head', 'data.plot', 'data.sample', 'data.set_index', 'data.shift', 'df_pred.df_pred.where.dropna', 'df_pred.df_un.where.dropna', 'df_pred.where', 'df_un.df_un.sort', 'df_un.df_un.sort_values', 'df_un.df_un.sort_values.drop_duplicates', 'df_un.df_un.sort_values.drop_duplicates.set_index', 'df_un.df_un.sortby', 'df_un.df_un.where.dropna', 'df_un.where', 'df_wage.head', 'df_working.mean', 'enumerate', 'import', 'key.tract_dict.ewm', 'key.tract_dict.ewm.mean', 'key.tract_dict.mean', 'key.tract_dict.rolling', 'key.tract_dict.rolling.mean', 'max', 'min', 'model.fit', 'model.predict', 'np.cumsum', 'np.linspace', 'np.random.randn', 'open', 'pd.Series', 'pd.to_datetime', 'plot_acf', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.show', 'plt.subplots', 'prediction_dict.items', 'print', 'query_job.to_dataframe', 'querydb', 'sns.boxplot', 'sns.heatmap', 'sns.set', 'str', 'tract.df_un.df_un.sort_values', 'tract.df_un.df_un.sort_values.drop_duplicates', 'tract.df_un.df_un.sort_values.drop_duplicates.set_index', 'tract.head', 'tract_dict.head', 'tract_dict.items', 'tract_dict.plot', 'tract_dict.tail', 'writer.writerow', 'y.plot', 'y_pred.plot', 'zip']"
avprasad125,6,"['bigquery.Client', 'bigquery_client.query', 'import', 'np.cumsum', 'np.linspace', 'np.random.randn', 'plt.figure', 'plt.legend', 'plt.plot', 'query_job.to_dataframe']"
beingmerry,6,[]
cadenjarausch,6,[]
cardshistory,6,[]
carrol54,6,"['bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'import', 'print', 'query_job.to_dataframe']"
crystalhappycat,6,"['bigquery.Client', 'bigquery_client.query', 'client.list_tables', 'covid19_cases_data.head', 'df.mean', 'format', 'import', 'pandas.DataFrame', 'prediction_data.head', 'print', 'query_job.to_dataframe', 'unemployment_data.head', 'wage_data.head']"
dadal09,6,"['bigquery.Client', 'bigquery_client.query', 'import', 'print', 'query_job.to_dataframe', 'unemployment_data.drop_duplicates']"
dayoonsuh,6,"['ARMAmodel.fit', 'ARMAmodel.get_forecast', 'ARMAmodel.predict', 'LinearRegression', 'RandomForestRegressor', 'SARIMAX', 'StandardScaler', 'X.head', 'average_wage.median', 'bigquery.Client', 'bigquery_client.query', 'claim_sum_week.first', 'claim_sum_week.head', 'claims.append', 'covid19_cases_data.head', 'covid19_cases_data.sort_values', 'csv.writer', 'csvwriter.writerow', 'csvwriter.writerows', 'data.drop', 'data.groupby', 'data.groupby.sum', 'data.groupby.sum.reset_index', 'data.head', 'data.sort_values', 'data.total_claims.astype', 'data.total_claims.median', 'data.total_claims.values.reshape', 'data.tract.unique', 'data.week_number.values.reshape', 'data_count.items', 'errors', 'f', 'f10', 'float', 'float.data.total_claims.astype.values.reshape', 'groupby_id.first', 'groupby_id.get_group', 'groupby_id.to_dict', 'import', 'int', 'len', 'lessthanten.append', 'list', 'lm.fit', 'mean_absolute_error', 'mean_squared_error', 'median', 'metrics.mean_absolute_error', 'metrics.mean_squared_error', 'metrics.r2_score', 'np.arange', 'np.array', 'np.asarray', 'np.linspace', 'np.mean', 'np.poly1d', 'np.polyfit', 'np.sqrt', 'open', 'pd.DataFrame', 'pd.concat', 'pd.merge', 'pd.read_csv', 'plt.grid', 'plt.legend', 'plt.line', 'plt.plot', 'plt.scatter', 'plt.show', 'plt.title', 'plt.xlabel', 'plt.ylabel', 'predict_claim', 'predict_claim.head', 'predict_claims', 'prediction_list.tolist', 'prediction_list.uu_id.tolist', 'prediction_list.uu_id.value_counts', 'prediction_list.uu_id.value_counts.to_dict', 'predictions.apply', 'predictions.tolist', 'preprocessing.scale', 'print', 'query_job.to_dataframe', 'r2_score', 'range', 'regr.fit', 'regr.predict', 'regressor.fit', 'regressor.predict', 'result.head', 'result.np.array.reshape', 'result.prediction.iloc.round', 'result.reshape', 'result.sort_values', 'rfr.fit', 'rfr.predict', 'rfr.score', 'round', 'rows.append', 'sc.fit_transform', 'sc.transform', 'scale', 'shape', 'sns.heatmap', 'train_test_split', 'unemployment_data.drop', 'unemployment_data.drop.head', 'unemployment_data.drop_duplicates', 'unemployment_data.drop_duplicates.fillna', 'unemployment_data.dropna', 'unemployment_data.duplicated', 'unemployment_data.edu_grades_9_11.unique', 'unemployment_data.fillna', 'unemployment_data.fillna.corr', 'unemployment_data.filter', 'unemployment_data.groupby', 'unemployment_data.groupby.median', 'unemployment_data.groupby.median.get_group', 'unemployment_data.groupby.pd.DataFrame.head', 'unemployment_data.groupby.sum', 'unemployment_data.head', 'unemployment_data.isnull', 'unemployment_data.isnull.sum', 'unemployment_data.nunique', 'unemployment_data.shape', 'unemployment_data.sort_values', 'unemployment_data.sort_values.reindex', 'unemployment_data.sort_values.reset_index', 'unemployment_data.tail', 'unemployment_data.top_category_employer1.head', 'unemployment_data.tract.count', 'unemployment_data.tract.count.sum', 'unemployment_data.tract.duplicated', 'unemployment_data.tract.duplicated.sum', 'unemployment_data.tract.duplicates', 'unemployment_data.tract.isnull', 'unemployment_data.tract.isnull.sum', 'unemployment_data.tract.nunique', 'unemployment_data.tract.unique', 'unemployment_data.tract.unique.sum', 'unemployment_data.tract.value_counts', 'unemployment_data.tract.value_counts.sort_values', 'unemployment_data.usnull', 'unemployment_data.usnull.sum', 'unemployment_data.uu_id.count_values', 'unemployment_data.uu_id.tolist', 'unemployment_data.uu_id.unique', 'unemployment_data.uu_id.unique.count', 'unemployment_data.uu_id.unique.sum', 'unemployment_data.uu_id.value_counts', 'unemployment_data.uu_id.value_counts.sort', 'unemployment_data.uu_id.value_counts.to_dict', 'unemployment_data.uu_id.value_counts.tolist', 'unemployment_data.uu_ids.count_values', 'uuid.unemployment_data.uu_id.unemployment_data.copy', 'uuids.remove', 'wage.isnull', 'wage.isnull.sum', 'wage.tract.nunique', 'wage_data.average_wage.fillna', 'wage_data.average_wage.median', 'wage_data.drop_duplicates', 'wage_data.fillna', 'wage_data.filter', 'wage_data.head', 'wage_data.isnull', 'wage_data.isnull.sum', 'wage_data.tract.nunique', 'wage_data.uu_id.nunique', 'warnings.filterwarnings', 'y_pred.conf_int', 'y_pred.flatten', 'y_pred.tolist', 'y_test.flatten', 'y_test.tolist', 'y_test.values.ravel', 'y_train.values.ravel']"
deep-2d20,6,[]
destryed,6,"['RandomForestRegressor', 'StandardScaler', 'StandardScaler.fit_transform', 'abs', 'adfuller', 'autocorrelation_plot', 'ax.fill_between', 'ax.set_xlabel', 'ax.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'bigqury_client.query', 'col.df3.astype', 'col.df3.nunique', 'col.df3.replace', 'col.df3.str.replace', 'col.np.nan.df3.df3.unique', 'covid19_cases_data.head', 'data.head', 'df.astype', 'df.copy', 'df.corr', 'df.drop', 'df.mean', 'df.replace', 'df.uu_id_enc.nunique', 'df1.head', 'df1.to_csv', 'df1.uu_id.nunique', 'df1.uu_id.unique', 'df2.head', 'df2.uu_id.nunique', 'df3.abs.sum', 'df3.astype', 'df3.columns.remove', 'df3.columns.str.replace', 'df3.copy', 'df3.corr', 'df3.drop', 'df3.dropna', 'df3.fillna', 'df3.fillna.replace', 'df3.race_white.unique', 'df3.replace', 'df3.split', 'df3.str.replace', 'df3.str.split', 'df3.sum', 'df3.test_df.pd.merge.drop', 'df3.test_df.pd.merge.drop.drop_duplicates', 'df3.time.unique', 'df3.timeperiod.unique', 'df3.timeperiods.unique', 'df3.unique', 'df3.uu_id.nunique', 'df3.uu_id.unique', 'df3.uu_id_enc.nunique', 'df3.uu_id_enc.unique', 'df3.week_number.df3.sort_values', 'df3_.drop_duplicates', 'df3_.plot', 'df3_.week_number.unique', 'df4.total_claims.df4.total_claims.df4.all', 'features.k.k.test_df.drop', 'final_pred', 'float', 'format', 'g.week_number.g.mean', 'import', 'int', 'itertools.cycle', 'itertools.product', 'k.df3.sum', 'k.df3.uu_id.df3.mean', 'li.append', 'list', 'mean', 'metrics.mean_absolute_error', 'metrics.mean_squared_error', 'mod.fit', 'next', 'no.log', 'np.array', 'np.exp', 'np.isnan', 'np.log', 'np.mean', 'np.nan.df3.df3.unique', 'np.nan.temp.temp.unique', 'np.sqrt', 'opt_features', 'opt_features2', 'pandas.DataFrame', 'pd.DataFrame', 'pd.Datetime', 'pd.concat', 'pd.merge', 'pd.read_csv', 'pd.to_datetime', 'pd.tools.plotting.autocorrelation_plot', 'plt.legend', 'plt.show', 'plt.subplots', 'pred.conf_int', 'pred.predicted_mean.plot', 'print', 'query_job.to_dataframe', 'query_job.todataframe', 'query_job1.to_dataframe', 'query_job2.to_dataframe', 'query_job3.to_DataFrame', 'query_job3.to_dataframe', 'range', 'reg.fit', 'reg.predict', 'res.sum', 'results.get_prediction', 'results.get_prediction.plot', 'results.plot_diagnostics', 'results.summary', 'rf.fit', 'rf.predict', 'rg', 'round', 'sc.fit_transform', 'sc.optimize', 'sc.transform', 'scipy.optimize', 'scipy.optimize.maximize', 'scipy.optimize.minimize', 'set', 'sm.tsa.statespace.SARIMAX', 'sns.color_palette', 'sns.heatmap', 'sns.lineplot', 'sns.scatterplot', 'sp.optimize', 'statistics.mean', 'str', 'str.df3.unique', 'submission_prediction_output.fillna', 'submission_prediction_output.isna', 'submission_prediction_output.isna.values.any', 'submission_prediction_output.isnull', 'submission_prediction_output.isnull.values.any', 'submission_prediction_output.to_csv', 'submission_prediction_output.total_claims.nunique', 'submission_prediction_output.uu_id.nunique', 'submission_prediction_output.uu_id.unique', 'submission_prediction_output.uu_id_enc.unique', 'sum', 'temp.astype', 'temp.drop', 'temp.replace', 'temp.sort_values', 'temp2.drop', 'tesmp.replace', 'test_df.astype', 'test_df.copy', 'test_df.drop', 'test_df.drop_duplicates', 'test_df.drop_duplicates.dropna', 'test_df.isna', 'test_df.race_black.unique', 'test_df.to_csv', 'test_df.total_claims.unique', 'test_df.uu_id.unique', 'test_df.uu_id_enc.unique', 'test_df.week_number.test_df.sort_values', 'test_df3.fillna', 'test_features.drop', 'test_features.dropna', 'test_features.dropna.drop', 'test_features.dropna.drop.drop_duplicates', 'time_pred', 'train_test_split', 'unemp_data.head', 'val.predict', 'wage_data.head', 'xgb.XGBRegressor', 'y.plot']"
divya2890,6,"['LinearRegression', 'Unemployment_data.head', 'Unemployment_data.shape', 'X_test.head', 'X_test.index', 'X_test.shape', 'a.astype', 'a.rename', 'a.replace', 'a.style.hide_index', 'a.to_csv', 'a.to_string', 'abs', 'astype', 'bigquery.Client', 'bigquery_client.query', 'count.a.astype', 'covid19_cases_data.head', 'data.astype', 'data.columns', 'data.corr', 'data.drop', 'data.fillna', 'data.head', 'data.max', 'data.min', 'import', 'metrics.mean_absolute_error', 'metrics.mean_squared_error', 'model.fit', 'model.predict', 'pd.DataFrame', 'pd.Dataframe', 'pd.to_csv', 'plt.figure', 'plt.show', 'print', 'query_job.to_dataframe', 'sns.heatmap', 'test.astype', 'test.drop', 'test.fillna', 'y_pred.shape']"
dougcrabill,6,"['IterativeImputer', 'IterativeImputer.fit', 'LinearRegression', 'SimpleImputer', 'X.X.loc.values.reshape', 'X.dropna', 'X_train.head', 'abs', 'allweeks.fillna', 'allweeks.join', 'allweeks.loc', 'allweeks.mean', 'allweeks.median', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'data.corr', 'data.corr.round', 'data.drop', 'data.head', 'data.tail', 'data.values', 'data.values.np.array.reshape', 'data.values.reshape', 'df.fillna', 'df.fillna.to_numpy', 'df.fillna.to_numpy.flatten', 'df.mean', 'df.to_numpy', 'df.to_numpy.flatten', 'df.to_numpy.flatten.fillna', 'display', 'dp.dataframe', 'empdata.astype', 'empdata.columns', 'empdata.corr', 'empdata.describe', 'empdata.describe.transpose', 'empdata.describe.transpose.shape', 'empdata.drop', 'empdata.drop_duplicates', 'empdata.dropna', 'empdata.edu_grades_9_11.loc', 'empdata.edu_grades_9_11.plot', 'empdata.empdata.empdata.loc.values.reshape', 'empdata.empdata.loc.describe', 'empdata.empdata.loc.drop', 'empdata.empdata.loc.drop_duplicates', 'empdata.empdata.loc.loc.plot', 'empdata.empdata.loc.mean', 'empdata.empdata.loc.plot', 'empdata.empdata.loc.reshape', 'empdata.empdata.loc.values.dp.dataframe.plot', 'empdata.empdata.loc.values.pandas.dataframe.plot', 'empdata.empdata.loc.values.plot', 'empdata.empdata.loc.values.reshape', 'empdata.get_dummies', 'empdata.getdummies', 'empdata.head', 'empdata.head.transpose', 'empdata.keys', 'empdata.keys.drop', 'empdata.loc', 'empdata.loc.describe', 'empdata.mean', 'empdata.median', 'empdata.nunique', 'empdata.plot', 'empdata.plot.box', 'empdata.plot.scatter', 'empdata.replace', 'empdata.set_index', 'empdata.shift', 'empdata.sort', 'empdata.sort_values', 'empdata.sort_values.plot', 'empdata.sum', 'empdata.unique', 'empdata.unique.np.sort', 'empdata.unique.numpy.sort', 'empdata.unique.reshape', 'empdata.unique.sort', 'empdata.unique.sort_values', 'empdata.unique.sorted', 'empdata.value_sort', 'empdata.values', 'empdata.values.reshape', 'empdata.values.reshape.sort', 'empdata.values.reshape.sort_values', 'empdata.values.sort', 'empdata.values.sort_values', 'empdata.values_sort', 'example_function', 'final_prediction_data.drop', 'future_regressor.fit', 'future_regressor.predict', 'future_weeks_pred.astype', 'help', 'i.empdata.empdata.loc.mean', 'i.empdata.empdata.loc.to_list', 'imp_mean.fit', 'imp_mean.transform', 'import', 'imputer.fit', 'imputer.transform', 'int', 'int64', 'last_week.range.pd.DataFrame.join', 'len', 'load_lynx', 'load_wineind', 'm.predict', 'meancpw.append', 'metrics.mean_absolute_error', 'metrics.mean_absolute_percentage_error', 'metrics.mean_squared_error', 'model.fit', 'model.predict', 'model.score', 'np.array', 'np.cumsum', 'np.linspace', 'np.plot', 'np.random.randn', 'np.sort', 'np.sqrt', 'pandas.DataFrame', 'pandas.dataframe', 'pd.DataFrame', 'pd.Series', 'pd.get_dummies', 'pd.to_datetime', 'plot', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.scatter', 'plt.show', 'pm.auto_arima', 'pm.datasets.load_wineind', 'pm.plot_acf', 'print', 'qtables.head', 'query_from_statement', 'query_job.to_dataframe', 'query_job.to_dataframe.drop_duplicates', 'query_job.to_dataframe.drop_duplicates.fillna', 'race_hawaiiannative.empdata.nunique', 'range', 'range.pd.DataFrame.join', 'regressor.fit', 'regressor.predict', 'sns.heatmap', 'sort', 'str', 'sum', 'testuu_id', 'testuu_id.allweeks.join.fillna', 'testuu_id.fillna', 'testuu_id.index', 'testuu_id.join', 'testuu_id.last_week.range.pd.DataFrame.join.fillna', 'testuu_id.median', 'testuu_id.median.int', 'testuu_id.range.pd.DataFrame.join.fillna', 'testuu_id.set_index', 'train_test_split', 'unemployclaims_supplemental_data.drop', 'unemployclaims_supplemental_data.drop_duplicates', 'unemployclaims_supplemental_data.fillna', 'unemployclaims_supplemental_data.head', 'unemployclaims_supplemental_data.join', 'unemployclaims_supplemental_data.set_index', 'unemployment_claims_data.drop_duplicates', 'unemployment_claims_data.duplicated', 'unemployment_claims_data.fillna', 'unemployment_claims_data.isna', 'unemployment_claims_data.isna.sum', 'unemployment_claims_data.join', 'unemployment_prediction_data.head', 'unemployment_prediction_data.join', 'unemployment_wage_data.duplicated', 'unemployment_wage_data.fillna', 'unemployment_wage_data.isna', 'unemployment_wage_data.isna.sum', 'unemployment_wage_data.set_index', 'uu.uupred.uupred.loc.flatten', 'uupread.head', 'uupred.astype', 'uupred.at', 'uupred.concat', 'uupred.describe', 'uupred.drop', 'uupred.drop.join', 'uupred.dtypes', 'uupred.head', 'uupred.join', 'uupred.loc', 'uupred.merge', 'uupred.merge.join', 'uupred.to_csv', 'uupred.values.shape', 'wagedata.head', 'week37.rename', 'weekdata.plot.box', 'weeks.sort', 'weeks.sorted', 'weeks.to_numpy.sort', 'weeks.to_numpy.sorted', 'x.append', 'x.plot', 'y.align', 'y.plot', 'y_pred.fillna', 'y_pred.flatten', 'y_pred.plot', 'y_pred.reshape', 'y_pred.values', 'y_pred.view', 'y_test.flatten', 'y_test.reshape', 'y_test.reshape.flatten', 'y_test.reshape.to_numpy.flatten', 'y_test.to_numpy', 'y_test.to_numpy.flatten']"
